4-1. 시도별 이동량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관내/외 합계,,,,,,,,,,,,,,,,,관내,,,,,,,,,,,,,,,,,관외,,,,,,,,,,,,,,,,
시도별,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주
2021.07.1주차,"22,211,652 ","7,795,786 ","5,307,303 ","6,068,490 ","3,036,409 ","3,184,158 ","2,521,099 ","557,578 ","25,834,670 ","3,458,719 ","3,293,654 ","4,266,636 ","3,861,307 ","3,649,214 ","5,524,739 ","6,815,624 ","1,674,783 ","13,915,826 ","5,099,535 ","3,607,460 ","4,300,798 ","2,127,515 ","2,184,514 ","1,766,743 ","413,609 ","18,009,763 ","2,501,358 ","2,271,436 ","3,040,977 ","2,934,111 ","2,692,597 ","4,052,470 ","5,054,977 ","1,158,454 ","8,295,826 ","2,696,251 ","1,699,843 ","1,767,692 ","908,894 ","999,644 ","754,356 ","143,969 ","7,824,907 ","957,361 ","1,022,218 ","1,225,659 ","927,196 ","956,617 ","1,472,269 ","1,760,647 ","516,329 "
2021.07.2주차,"21,785,862 ","7,540,030 ","5,298,867 ","6,044,774 ","3,254,077 ","3,155,253 ","2,478,224 ","554,455 ","25,646,015 ","3,465,026 ","3,290,119 ","4,251,490 ","3,827,480 ","3,610,731 ","5,444,514 ","6,694,474 ","1,645,060 ","13,863,796 ","5,035,723 ","3,613,046 ","4,301,793 ","2,297,545 ","2,179,137 ","1,755,278 ","414,817 ","18,006,809 ","2,523,808 ","2,280,060 ","3,052,609 ","2,933,183 ","2,706,395 ","4,052,717 ","5,028,984 ","1,164,440 ","7,922,066 ","2,504,307 ","1,685,821 ","1,742,981 ","956,532 ","976,116 ","722,946 ","139,638 ","7,639,206 ","941,218 ","1,010,059 ","1,198,881 ","894,297 ","904,336 ","1,391,797 ","1,665,490 ","480,620 "
2021.07.3주차,"20,412,136 ","7,548,258 ","5,257,941 ","5,763,495 ","3,254,489 ","3,106,114 ","2,516,247 ","556,761 ","24,602,295 ","3,533,294 ","3,307,839 ","4,235,371 ","3,867,284 ","3,720,657 ","5,566,124 ","6,790,062 ","1,668,691 ","13,333,337 ","5,009,685 ","3,588,347 ","4,138,810 ","2,294,359 ","2,147,087 ","1,758,830 ","411,657 ","17,378,926 ","2,504,545 ","2,262,334 ","3,011,399 ","2,915,284 ","2,715,834 ","4,052,525 ","5,018,553 ","1,140,922 ","7,078,799 ","2,538,573 ","1,669,594 ","1,624,685 ","960,130 ","959,027 ","757,417 ","145,104 ","7,223,369 ","1,028,749 ","1,045,505 ","1,223,972 ","952,000 ","1,004,823 ","1,513,599 ","1,771,509 ","527,769 "
2021.07.4주차,"20,309,362 ","7,335,570 ","5,152,074 ","5,712,184 ","3,198,833 ","3,003,360 ","2,502,771 ","544,395 ","24,536,712 ","3,453,923 ","3,273,757 ","4,203,475 ","3,821,840 ","3,697,803 ","5,575,448 ","6,739,220 ","1,672,618 ","13,177,241 ","4,886,437 ","3,514,402 ","4,087,548 ","2,250,038 ","2,087,418 ","1,734,799 ","398,748 ","17,212,133 ","2,393,265 ","2,215,743 ","2,954,197 ","2,839,567 ","2,651,041 ","3,983,862 ","4,941,577 ","1,114,531 ","7,132,121 ","2,449,133 ","1,637,672 ","1,624,636 ","948,795 ","915,942 ","767,972 ","145,647 ","7,324,579 ","1,060,658 ","1,058,014 ","1,249,278 ","982,273 ","1,046,762 ","1,591,586 ","1,797,643 ","558,087 "
2021.07.5주차,"20,125,912 ","7,346,857 ","5,015,678 ","5,638,951 ","3,088,255 ","2,879,909 ","2,465,889 ","538,111 ","24,244,364 ","3,680,099 ","3,267,069 ","4,226,105 ","3,832,146 ","3,801,363 ","5,649,297 ","6,775,785 ","1,702,341 ","12,971,142 ","4,834,833 ","3,412,149 ","3,989,257 ","2,159,650 ","2,013,537 ","1,688,564 ","387,788 ","16,838,160 ","2,363,018 ","2,161,255 ","2,874,454 ","2,757,251 ","2,580,874 ","3,880,654 ","4,813,376 ","1,101,831 ","7,154,770 ","2,512,024 ","1,603,529 ","1,649,694 ","928,605 ","866,372 ","777,325 ","150,323 ","7,406,204 ","1,317,081 ","1,105,814 ","1,351,651 ","1,074,895 ","1,220,489 ","1,768,643 ","1,962,409 ","600,510 "
2021.08.1주차,"20,365,461 ","7,337,180 ","4,967,791 ","5,682,856 ","3,038,891 ","2,908,927 ","2,351,864 ","536,384 ","24,397,992 ","3,867,644 ","3,249,761 ","4,261,458 ","3,902,096 ","3,887,015 ","5,690,151 ","6,676,614 ","1,760,615 ","13,242,583 ","4,877,802 ","3,424,476 ","4,036,826 ","2,158,402 ","2,059,371 ","1,614,049 ","396,001 ","17,065,245 ","2,416,134 ","2,160,679 ","2,892,263 ","2,807,670 ","2,611,563 ","3,895,452 ","4,751,494 ","1,127,820 ","7,122,878 ","2,459,378 ","1,543,315 ","1,646,030 ","880,489 ","849,556 ","737,815 ","140,383 ","7,332,747 ","1,451,510 ","1,089,082 ","1,369,195 ","1,094,426 ","1,275,452 ","1,794,699 ","1,925,120 ","632,795 "
2021.08.2주차,"20,702,905 ","7,267,959 ","5,092,182 ","5,832,236 ","3,140,862 ","2,978,794 ","2,434,842 ","551,676 ","25,004,775 ","3,793,648 ","3,280,197 ","4,314,898 ","3,893,270 ","3,764,147 ","5,548,496 ","6,674,894 ","1,662,746 ","13,319,686 ","4,920,535 ","3,495,882 ","4,111,074 ","2,217,757 ","2,088,463 ","1,703,388 ","404,300 ","17,340,680 ","2,450,365 ","2,199,139 ","2,950,228 ","2,848,115 ","2,630,846 ","3,947,999 ","4,891,442 ","1,103,542 ","7,383,219 ","2,347,424 ","1,596,300 ","1,721,162 ","923,105 ","890,331 ","731,454 ","147,376 ","7,664,095 ","1,343,283 ","1,081,058 ","1,364,670 ","1,045,155 ","1,133,301 ","1,600,497 ","1,783,452 ","559,204 "
2021.08.3주차,"20,529,910 ","7,143,891 ","5,063,829 ","5,764,169 ","3,111,730 ","2,967,242 ","2,401,150 ","548,512 ","24,752,336 ","3,519,645 ","3,189,288 ","4,181,123 ","3,768,036 ","3,606,331 ","5,391,987 ","6,518,837 ","1,533,653 ","13,377,158 ","4,897,161 ","3,484,524 ","4,112,479 ","2,213,269 ","2,089,162 ","1,704,407 ","407,337 ","17,384,416 ","2,450,489 ","2,197,323 ","2,951,533 ","2,830,523 ","2,613,173 ","3,931,369 ","4,863,775 ","1,067,112 ","7,152,752 ","2,246,730 ","1,579,305 ","1,651,690 ","898,461 ","878,080 ","696,743 ","141,175 ","7,367,920 ","1,069,156 ","991,965 ","1,229,590 ","937,513 ","993,158 ","1,460,618 ","1,655,062 ","466,541 "
2021.08.4주차,"21,136,768 ","7,251,479 ","5,105,659 ","5,871,532 ","3,218,601 ","3,059,519 ","2,460,789 ","551,419 ","25,050,947 ","3,427,784 ","3,176,584 ","4,147,502 ","3,710,268 ","3,563,661 ","5,384,696 ","6,538,550 ","1,489,990 ","13,529,389 ","4,926,365 ","3,510,294 ","4,162,493 ","2,286,239 ","2,128,328 ","1,740,046 ","410,641 ","17,555,368 ","2,488,267 ","2,216,653 ","2,974,198 ","2,852,313 ","2,656,158 ","3,976,934 ","4,913,499 ","1,090,507 ","7,607,379 ","2,325,114 ","1,595,365 ","1,709,039 ","932,362 ","931,191 ","720,743 ","140,778 ","7,495,579 ","939,517 ","959,931 ","1,173,304 ","857,955 ","907,503 ","1,407,762 ","1,625,051 ","399,483 "
2021.09.1주차,"21,512,578 ","7,453,828 ","5,200,801 ","5,961,672 ","3,260,938 ","3,164,566 ","2,474,625 ","563,556 ","25,539,252 ","3,405,588 ","3,297,853 ","4,309,887 ","3,806,934 ","3,627,128 ","5,513,530 ","6,740,336 ","1,500,309 ","13,750,890 ","5,038,810 ","3,560,572 ","4,213,540 ","2,318,324 ","2,180,147 ","1,757,289 ","418,368 ","17,820,057 ","2,517,438 ","2,270,504 ","3,023,082 ","2,901,453 ","2,695,080 ","4,043,401 ","5,031,329 ","1,115,662 ","7,761,688 ","2,415,018 ","1,640,229 ","1,748,132 ","942,614 ","984,419 ","717,336 ","145,188 ","7,719,195 ","888,150 ","1,027,349 ","1,286,805 ","905,481 ","932,048 ","1,470,129 ","1,709,007 ","384,647 "
2021.09.2주차,"21,787,976 ","7,700,107 ","5,268,521 ","6,024,830 ","3,283,941 ","3,213,907 ","2,502,062 ","567,355 ","25,792,038 ","3,382,628 ","3,325,529 ","4,318,538 ","3,854,476 ","3,656,423 ","5,624,832 ","6,808,630 ","1,508,508 ","13,879,672 ","5,137,045 ","3,592,075 ","4,259,091 ","2,322,486 ","2,194,519 ","1,769,627 ","421,279 ","17,973,360 ","2,533,275 ","2,286,866 ","3,038,726 ","2,921,261 ","2,706,077 ","4,098,375 ","5,069,636 ","1,128,490 ","7,908,304 ","2,563,062 ","1,676,446 ","1,765,739 ","961,455 ","1,019,388 ","732,435 ","146,076 ","7,818,678 ","849,353 ","1,038,663 ","1,279,812 ","933,215 ","950,346 ","1,526,457 ","1,738,994 ","380,018 "
2021.09.3주차,"21,815,686 ","7,765,318 ","5,410,781 ","6,092,080 ","3,324,082 ","3,253,274 ","2,526,363 ","566,382 ","25,916,978 ","3,520,529 ","3,388,716 ","4,400,369 ","4,011,468 ","3,853,178 ","5,758,680 ","6,929,594 ","1,429,062 ","13,742,080 ","5,099,707 ","3,608,836 ","4,241,708 ","2,286,388 ","2,183,010 ","1,758,414 ","413,357 ","17,820,056 ","2,529,197 ","2,275,175 ","3,022,176 ","2,930,081 ","2,703,465 ","4,101,172 ","5,067,290 ","1,081,698 ","8,073,606 ","2,665,611 ","1,801,945 ","1,850,372 ","1,037,694 ","1,070,264 ","767,949 ","153,025 ","8,096,922 ","991,332 ","1,113,541 ","1,378,193 ","1,081,387 ","1,149,713 ","1,657,508 ","1,862,304 ","347,364 "
2021.09.4주차,"19,535,521 ","7,464,131 ","5,078,658 ","5,812,669 ","3,034,832 ","2,987,438 ","2,374,097 ","525,548 ","24,491,987 ","3,651,235 ","3,327,569 ","4,460,533 ","3,993,537 ","4,020,405 ","5,907,724 ","6,935,012 ","1,637,940 ","12,798,485 ","4,792,594 ","3,351,920 ","3,962,283 ","2,085,259 ","2,005,199 ","1,616,925 ","371,073 ","16,573,839 ","2,319,728 ","2,106,719 ","2,776,899 ","2,694,041 ","2,523,547 ","3,789,823 ","4,697,097 ","1,068,611 ","6,737,036 ","2,671,537 ","1,726,738 ","1,850,386 ","949,573 ","982,239 ","757,172 ","154,475 ","7,918,148 ","1,331,507 ","1,220,850 ","1,683,634 ","1,299,496 ","1,496,858 ","2,117,901 ","2,237,915 ","569,329 "
2021.09.5주차,"21,814,360 ","7,790,145 ","5,262,996 ","6,033,498 ","3,259,952 ","3,193,973 ","2,526,736 ","564,028 ","25,755,959 ","3,467,120 ","3,313,102 ","4,373,160 ","3,875,875 ","3,715,008 ","5,645,887 ","6,874,380 ","1,615,336 ","13,802,421 ","5,135,090 ","3,579,197 ","4,234,627 ","2,299,456 ","2,178,225 ","1,771,994 ","416,918 ","17,836,045 ","2,505,180 ","2,261,646 ","3,014,108 ","2,901,370 ","2,692,757 ","4,068,048 ","5,049,485 ","1,151,216 ","8,011,939 ","2,655,055 ","1,683,799 ","1,798,871 ","960,496 ","1,015,748 ","754,742 ","147,110 ","7,919,914 ","961,940 ","1,051,456 ","1,359,052 ","974,505 ","1,022,251 ","1,577,839 ","1,824,895 ","464,120 "
2021.10.1주차,"21,224,666 ","7,775,100 ","5,238,738 ","5,933,458 ","3,244,898 ","3,163,447 ","2,521,172 ","559,836 ","25,489,405 ","3,525,141 ","3,344,875 ","4,430,276 ","3,954,555 ","3,837,990 ","5,753,551 ","6,977,979 ","1,718,645 ","13,670,581 ","5,119,760 ","3,568,203 ","4,196,755 ","2,305,426 ","2,171,373 ","1,766,191 ","414,247 ","17,726,022 ","2,476,874 ","2,266,979 ","3,014,227 ","2,909,108 ","2,706,507 ","4,062,828 ","5,050,725 ","1,163,871 ","7,554,085 ","2,655,340 ","1,670,535 ","1,736,703 ","939,472 ","992,074 ","754,981 ","145,589 ","7,763,383 ","1,048,267 ","1,077,896 ","1,416,049 ","1,045,447 ","1,131,483 ","1,690,723 ","1,927,254 ","554,774 "
2021.10.2주차,"21,691,062 ","7,706,864 ","5,199,632 ","6,021,873 ","3,256,086 ","3,154,510 ","2,486,586 ","557,066 ","25,809,755 ","3,482,428 ","3,300,952 ","4,320,171 ","3,845,084 ","3,685,952 ","5,518,288 ","6,766,936 ","1,708,240 ","13,844,669 ","5,114,240 ","3,555,941 ","4,244,129 ","2,313,276 ","2,176,642 ","1,765,069 ","416,479 ","17,909,337 ","2,504,195 ","2,268,100 ","3,024,122 ","2,901,174 ","2,697,274 ","4,033,997 ","5,032,190 ","1,150,858 ","7,846,393 ","2,592,624 ","1,643,691 ","1,777,744 ","942,810 ","977,868 ","721,517 ","140,587 ","7,900,418 ","978,233 ","1,032,852 ","1,296,049 ","943,910 ","988,678 ","1,484,291 ","1,734,746 ","557,382 "
2021.10.3주차,"22,092,168 ","7,806,272 ","5,313,275 ","6,058,938 ","3,313,517 ","3,230,473 ","2,550,152 ","564,403 ","26,024,278 ","3,510,875 ","3,343,817 ","4,366,550 ","3,914,924 ","3,769,382 ","5,659,870 ","6,884,679 ","1,745,256 ","13,864,558 ","5,133,057 ","3,593,338 ","4,247,748 ","2,331,912 ","2,199,857 ","1,785,925 ","420,899 ","17,946,981 ","2,523,969 ","2,276,441 ","3,040,000 ","2,929,204 ","2,724,274 ","4,082,457 ","5,070,526 ","1,171,295 ","8,227,610 ","2,673,215 ","1,719,937 ","1,811,190 ","981,605 ","1,030,616 ","764,227 ","143,504 ","8,077,297 ","986,906 ","1,067,376 ","1,326,550 ","985,720 ","1,045,108 ","1,577,413 ","1,814,153 ","573,961 "
2021.10.4주차,"22,304,261 ","7,812,383 ","5,326,195 ","6,068,651 ","3,316,419 ","3,242,044 ","2,550,483 ","566,969 ","26,070,107 ","3,537,519 ","3,382,360 ","4,368,034 ","3,948,392 ","3,802,931 ","5,699,998 ","6,874,327 ","1,745,102 ","13,837,832 ","5,092,685 ","3,580,968 ","4,236,872 ","2,316,863 ","2,196,099 ","1,770,232 ","418,005 ","17,873,363 ","2,526,493 ","2,272,240 ","3,025,272 ","2,919,852 ","2,720,397 ","4,075,951 ","5,017,116 ","1,169,203 ","8,466,429 ","2,719,698 ","1,745,227 ","1,831,779 ","999,556 ","1,045,945 ","780,251 ","148,964 ","8,196,744 ","1,011,026 ","1,110,120 ","1,342,762 ","1,028,540 ","1,082,534 ","1,624,047 ","1,857,211 ","575,899 "
2021.11.1주차,"22,807,812 ","7,927,068 ","5,437,925 ","6,179,848 ","3,365,130 ","3,289,831 ","2,583,778 ","568,872 ","26,469,046 ","3,534,265 ","3,422,476 ","4,436,206 ","4,051,557 ","3,860,840 ","5,792,809 ","6,977,354 ","1,765,122 ","14,128,016 ","5,187,854 ","3,663,818 ","4,329,237 ","2,362,917 ","2,238,065 ","1,800,060 ","423,308 ","18,232,220 ","2,574,792 ","2,304,051 ","3,083,600 ","2,983,774 ","2,773,699 ","4,168,030 ","5,113,021 ","1,187,272 ","8,679,796 ","2,739,214 ","1,774,107 ","1,850,611 ","1,002,213 ","1,051,766 ","783,718 ","145,564 ","8,236,826 ","959,473 ","1,118,425 ","1,352,606 ","1,067,783 ","1,087,141 ","1,624,779 ","1,864,333 ","577,850 "
2021.11.2주차,"22,420,316 ","7,833,060 ","5,375,235 ","6,053,010 ","3,324,383 ","3,237,352 ","2,547,873 ","558,474 ","25,909,653 ","3,392,841 ","3,333,790 ","4,302,740 ","3,894,050 ","3,738,777 ","5,674,126 ","6,871,003 ","1,733,942 ","13,894,702 ","5,118,358 ","3,623,733 ","4,261,158 ","2,326,431 ","2,201,589 ","1,776,544 ","417,170 ","17,944,267 ","2,520,405 ","2,264,211 ","3,023,206 ","2,921,618 ","2,717,665 ","4,104,627 ","5,052,526 ","1,155,549 ","8,525,614 ","2,714,702 ","1,751,502 ","1,791,852 ","997,952 ","1,035,763 ","771,329 ","141,304 ","7,965,386 ","872,436 ","1,069,579 ","1,279,534 ","972,432 ","1,021,112 ","1,569,499 ","1,818,477 ","578,393 "
2021.11.3주차,"22,502,822 ","7,858,424 ","5,387,225 ","6,078,511 ","3,322,581 ","3,250,907 ","2,547,844 ","565,655 ","25,960,734 ","3,399,933 ","3,333,932 ","4,357,661 ","3,923,769 ","3,779,498 ","5,695,905 ","6,888,530 ","1,771,863 ","13,830,229 ","5,090,703 ","3,631,027 ","4,246,416 ","2,317,676 ","2,195,691 ","1,770,330 ","417,721 ","17,886,593 ","2,509,804 ","2,262,699 ","3,017,756 ","2,910,086 ","2,706,074 ","4,104,466 ","5,035,365 ","1,162,590 ","8,672,593 ","2,767,721 ","1,756,198 ","1,832,095 ","1,004,905 ","1,055,216 ","777,514 ","147,934 ","8,074,141 ","890,129 ","1,071,233 ","1,339,905 ","1,013,683 ","1,073,424 ","1,591,439 ","1,853,165 ","609,273 "
2021.11.4주차,"22,420,315 ","7,843,020 ","5,441,239 ","6,036,032 ","3,285,544 ","3,219,383 ","2,534,144 ","558,320 ","25,806,213 ","3,317,348 ","3,265,753 ","4,250,971 ","3,859,860 ","3,686,607 ","5,647,446 ","6,793,353 ","1,710,671 ","13,790,232 ","5,089,494 ","3,650,303 ","4,230,082 ","2,297,340 ","2,179,012 ","1,763,965 ","413,540 ","17,838,489 ","2,481,869 ","2,244,332 ","2,995,037 ","2,891,356 ","2,679,040 ","4,129,982 ","5,005,672 ","1,153,922 ","8,630,083 ","2,753,526 ","1,790,936 ","1,805,950 ","988,204 ","1,040,371 ","770,179 ","144,780 ","7,967,724 ","835,479 ","1,021,421 ","1,255,934 ","968,504 ","1,007,567 ","1,517,464 ","1,787,681 ","556,749 "
2021.12.1주차,"22,361,082 ","7,776,967 ","5,450,591 ","6,010,227 ","3,304,989 ","3,213,648 ","2,531,114 ","557,958 ","25,771,895 ","3,281,874 ","3,238,361 ","4,194,113 ","3,827,809 ","3,655,627 ","5,571,189 ","6,746,490 ","1,676,199 ","13,987,739 ","5,128,932 ","3,698,967 ","4,281,703 ","2,330,604 ","2,206,616 ","1,781,774 ","419,662 ","18,080,683 ","2,518,783 ","2,275,281 ","3,029,543 ","2,928,347 ","2,720,055 ","4,171,250 ","5,046,919 ","1,164,388 ","8,373,343 ","2,648,035 ","1,751,624 ","1,728,524 ","974,385 ","1,007,032 ","749,340 ","138,296 ","7,691,212 ","763,091 ","963,080 ","1,164,570 ","899,462 ","935,572 ","1,399,939 ","1,699,571 ","511,811 "
2021.12.2주차,"21,439,859 ","7,674,063 ","5,361,605 ","5,831,098 ","3,286,802 ","3,186,224 ","2,508,705 ","555,409 ","25,149,450 ","3,309,884 ","3,222,644 ","4,168,798 ","3,801,534 ","3,655,686 ","5,464,119 ","6,699,147 ","1,656,743 ","13,615,883 ","5,080,913 ","3,649,913 ","4,172,674 ","2,324,213 ","2,196,895 ","1,765,722 ","417,737 ","17,745,025 ","2,531,430 ","2,265,723 ","3,021,647 ","2,919,804 ","2,720,525 ","4,106,518 ","5,017,133 ","1,161,756 ","7,823,976 ","2,593,150 ","1,711,692 ","1,658,424 ","962,589 ","989,329 ","742,983 ","137,672 ","7,404,425 ","778,454 ","956,921 ","1,147,151 ","881,730 ","935,161 ","1,357,601 ","1,682,014 ","494,987 "
2021.12.3주차,"20,979,827 ","7,590,224 ","5,316,385 ","5,710,529 ","3,262,437 ","3,155,119 ","2,461,858 ","555,522 ","24,524,899 ","3,229,626 ","3,137,065 ","4,037,896 ","3,702,359 ","3,544,267 ","5,353,954 ","6,563,507 ","1,608,357 ","13,389,347 ","5,057,683 ","3,633,318 ","4,110,008 ","2,314,645 ","2,176,581 ","1,748,884 ","416,812 ","17,449,071 ","2,489,894 ","2,229,520 ","2,972,118 ","2,876,922 ","2,690,260 ","4,067,526 ","4,965,916 ","1,142,570 ","7,590,480 ","2,532,541 ","1,683,067 ","1,600,521 ","947,792 ","978,538 ","712,974 ","138,710 ","7,075,828 ","739,732 ","907,545 ","1,065,778 ","825,437 ","854,007 ","1,286,428 ","1,597,591 ","465,787 "
2021.12.4주차,"21,633,550 ","7,572,820 ","5,290,109 ","5,896,715 ","3,213,051 ","3,098,573 ","2,472,185 ","548,537 ","25,204,050 ","3,229,434 ","3,106,259 ","4,021,423 ","3,659,430 ","3,543,824 ","5,372,716 ","6,549,018 ","1,579,198 ","13,539,247 ","5,012,249 ","3,600,345 ","4,209,729 ","2,261,939 ","2,126,974 ","1,738,528 ","406,048 ","17,575,487 ","2,436,743 ","2,192,623 ","2,922,031 ","2,809,352 ","2,649,460 ","4,028,915 ","4,907,347 ","1,122,060 ","8,094,303 ","2,560,571 ","1,689,764 ","1,686,986 ","951,112 ","971,599 ","733,657 ","142,489 ","7,628,563 ","792,691 ","913,636 ","1,099,392 ","850,078 ","894,364 ","1,343,801 ","1,641,671 ","457,138 "
2021.12.5주차,"21,213,478 ","7,498,289 ","5,178,061 ","5,887,683 ","3,149,997 ","3,032,601 ","2,472,733 ","538,500 ","24,972,305 ","3,418,483 ","3,091,170 ","4,028,298 ","3,649,331 ","3,623,258 ","5,457,501 ","6,590,415 ","1,679,845 ","13,373,133 ","4,882,383 ","3,501,071 ","4,134,903 ","2,204,423 ","2,073,912 ","1,706,439 ","394,896 ","17,401,548 ","2,371,596 ","2,147,918 ","2,857,378 ","2,746,642 ","2,612,854 ","3,923,707 ","4,800,572 ","1,111,203 ","7,840,345 ","2,615,906 ","1,676,990 ","1,752,780 ","945,574 ","958,689 ","766,294 ","143,604 ","7,570,757 ","1,046,887 ","943,252 ","1,170,920 ","902,689 ","1,010,404 ","1,533,794 ","1,789,843 ","568,642 "
2022.01.1주차,"21,786,900 ","7,540,326 ","5,257,818 ","5,891,310 ","3,219,933 ","3,106,980 ","2,482,719 ","546,322 ","25,196,339 ","3,220,997 ","3,123,839 ","4,026,690 ","3,675,174 ","3,541,706 ","5,366,462 ","6,568,070 ","1,677,184 ","13,707,705 ","5,020,050 ","3,597,148 ","4,209,774 ","2,277,573 ","2,140,802 ","1,747,907 ","408,052 ","17,765,571 ","2,407,919 ","2,212,123 ","2,941,919 ","2,828,253 ","2,652,053 ","4,017,947 ","4,925,279 ","1,130,378 ","8,079,195 ","2,520,276 ","1,660,670 ","1,681,536 ","942,360 ","966,178 ","734,812 ","138,270 ","7,430,768 ","813,078 ","911,716 ","1,084,771 ","846,921 ","889,653 ","1,348,515 ","1,642,791 ","546,806 "
2022.01.2주차,"21,776,062 ","7,555,468 ","5,245,634 ","5,866,996 ","3,176,995 ","3,096,360 ","2,470,481 ","547,498 ","24,978,055 ","3,265,769 ","3,104,771 ","3,986,366 ","3,664,002 ","3,473,741 ","5,358,826 ","6,570,498 ","1,752,285 ","13,604,173 ","5,002,605 ","3,581,905 ","4,181,603 ","2,252,281 ","2,125,832 ","1,735,394 ","405,712 ","17,548,529 ","2,391,881 ","2,187,251 ","2,902,630 ","2,811,279 ","2,605,045 ","4,001,365 ","4,910,212 ","1,125,269 ","8,171,889 ","2,552,863 ","1,663,729 ","1,685,393 ","924,714 ","970,528 ","735,087 ","141,786 ","7,429,526 ","873,888 ","917,520 ","1,083,736 ","852,723 ","868,696 ","1,357,461 ","1,660,286 ","627,016 "
2022.01.3주차,"21,839,101 ","7,591,154 ","5,236,711 ","5,866,075 ","3,185,301 ","3,104,844 ","2,477,422 ","547,359 ","24,998,762 ","3,265,420 ","3,109,384 ","3,995,572 ","3,678,762 ","3,516,034 ","5,371,063 ","6,586,782 ","1,755,682 ","13,607,775 ","5,001,912 ","3,573,383 ","4,170,399 ","2,245,910 ","2,120,541 ","1,733,103 ","403,431 ","17,509,565 ","2,405,108 ","2,181,678 ","2,900,201 ","2,815,818 ","2,619,396 ","4,008,426 ","4,913,169 ","1,129,489 ","8,231,326 ","2,589,242 ","1,663,328 ","1,695,676 ","939,391 ","984,303 ","744,319 ","143,928 ","7,489,197 ","860,312 ","927,706 ","1,095,371 ","862,944 ","896,638 ","1,362,637 ","1,673,613 ","626,193 "
2022.01.4주차,"21,511,238 ","7,626,073 ","5,234,439 ","5,854,348 ","3,224,165 ","3,086,599 ","2,475,535 ","544,107 ","24,816,557 ","3,354,979 ","3,152,576 ","4,050,814 ","3,781,932 ","3,656,338 ","5,401,917 ","6,678,750 ","1,688,266 ","13,435,127 ","4,979,789 ","3,523,781 ","4,127,307 ","2,228,142 ","2,091,052 ","1,708,555 ","395,147 ","17,251,889 ","2,403,933 ","2,160,812 ","2,870,539 ","2,803,453 ","2,594,842 ","3,928,769 ","4,882,721 ","1,118,890 ","8,076,111 ","2,646,284 ","1,710,658 ","1,727,041 ","996,023 ","995,547 ","766,980 ","148,960 ","7,564,668 ","951,046 ","991,764 ","1,180,275 ","978,479 ","1,061,496 ","1,473,148 ","1,796,029 ","569,376 "
2022.02.1주차,"19,136,504 ","7,236,218 ","4,860,627 ","5,540,040 ","2,963,846 ","2,846,948 ","2,263,529 ","499,807 ","23,196,034 ","3,413,595 ","3,035,105 ","3,979,332 ","3,695,226 ","3,647,392 ","5,301,070 ","6,497,974 ","1,625,797 ","12,780,485 ","4,749,123 ","3,283,885 ","3,938,896 ","2,083,016 ","1,968,954 ","1,572,852 ","363,602 ","16,368,918 ","2,260,875 ","2,038,166 ","2,689,771 ","2,625,536 ","2,451,995 ","3,594,709 ","4,561,123 ","1,043,707 ","6,356,019 ","2,487,095 ","1,576,742 ","1,601,144 ","880,830 ","877,994 ","690,677 ","136,205 ","6,827,116 ","1,152,720 ","996,939 ","1,289,561 ","1,069,690 ","1,195,397 ","1,706,361 ","1,936,851 ","582,090 "
2022.02.2주차,"21,659,513 ","7,511,279 ","5,074,022 ","5,824,128 ","3,134,458 ","3,065,157 ","2,402,839 ","546,350 ","24,847,979 ","3,253,736 ","3,105,108 ","4,011,070 ","3,665,016 ","3,462,182 ","5,166,729 ","6,463,280 ","1,663,165 ","13,825,801 ","5,068,570 ","3,522,109 ","4,205,609 ","2,258,760 ","2,149,725 ","1,717,560 ","412,316 ","17,688,248 ","2,459,595 ","2,209,593 ","2,954,604 ","2,855,482 ","2,632,023 ","3,906,118 ","4,918,984 ","1,107,980 ","7,833,712 ","2,442,709 ","1,551,913 ","1,618,519 ","875,698 ","915,432 ","685,279 ","134,034 ","7,159,731 ","794,141 ","895,515 ","1,056,466 ","809,534 ","830,159 ","1,260,611 ","1,544,296 ","555,185 "
2022.02.3주차,"21,193,388 ","7,405,573 ","5,006,796 ","5,724,293 ","3,107,257 ","3,027,694 ","2,364,516 ","542,857 ","24,481,973 ","3,245,501 ","3,052,784 ","3,943,789 ","3,596,958 ","3,412,309 ","5,103,882 ","6,385,621 ","1,680,413 ","13,536,135 ","4,982,934 ","3,458,728 ","4,129,101 ","2,227,816 ","2,115,181 ","1,687,991 ","407,027 ","17,439,986 ","2,426,369 ","2,172,416 ","2,903,434 ","2,794,648 ","2,595,223 ","3,840,534 ","4,837,630 ","1,079,600 ","7,657,253 ","2,422,639 ","1,548,068 ","1,595,192 ","879,441 ","912,513 ","676,525 ","135,830 ","7,041,987 ","819,132 ","880,368 ","1,040,355 ","802,310 ","817,086 ","1,263,348 ","1,547,991 ","600,813 "
